,hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,age,country,gender,marital,parenthood
899,102620,48,3m,"I finally had time to do my free weight workout yesterday, and it made me feel good.","I finally had time to do my free weight workout yesterday, and it made me feel good.",True,1,,exercise,57.0,USA,f,married,n
900,87961,598,3m,I am getting better exercising every day and it's making me feel accomplished.,I am getting better exercising every day and it's making me feel accomplished.,True,1,,exercise,23,USA,f,single,n
901,87995,842,3m,I completed a workout and managed to push myself further than I had previously.,I completed a workout and managed to push myself further than I had previously.,True,1,,exercise,27,USA,m,single,n
902,88079,8340,3m,I completed an exercise goal and took a shower after to cool down.,I completed an exercise goal and took a shower after to cool down.,True,1,,exercise,25.0,USA,m,married,y
903,88269,4382,3m,I exercised efficiently this morning.,I exercised efficiently this morning.,True,1,,exercise,25,USA,m,single,n
904,88375,8693,3m,I have been working on my running and was recently able to out run my running partners for the first time.,I have been working on my running and was recently able to out run my running partners for the first time.,True,1,,exercise,36,USA,m,married,y
905,88522,419,3m,I went for a long run and felt good afterwards.,I went for a long run and felt good afterwards.,True,1,,exercise,40,USA,m,married,y
906,88909,897,3m,"I went for a run in the early morning, and when I was running around a park, I came across a cute toad in the grass. ","I went for a run in the early morning, and when I was running around a park, I came across a cute toad in the grass. ",True,1,,exercise,31.0,USA,f,single,n
907,88984,3910,3m,I felt good enough to go to gym yesterday.,I felt good enough to go to gym yesterday.,True,1,,exercise,55.0,USA,f,married,y
908,89383,13363,3m,I started bike riding again.,I started bike riding again.,True,1,,exercise,25,USA,m,single,n
909,89569,2913,3m,I got to enjoy some exercise.,I got to enjoy some exercise.,True,1,,exercise,40,USA,f,married,y
910,89661,187,3m,I memorized a yoga mantra from my yoga guru.,I memorized a yoga mantra from my yoga guru.,True,1,,exercise,25.0,IND,m,single,n
911,89730,933,3m,I finished a whole week going to the gym without missing a day.,I finished a whole week going to the gym without missing a day.,True,1,,exercise,31,USA,m,single,n
912,90024,1700,3m,"I performed very well in the gym, re-achieving some old standards but be set for myself in the past. ","I performed very well in the gym, re-achieving some old standards but be set for myself in the past. ",True,1,exercise,exercise,28,USA,m,married,n
913,90076,537,3m,I lifted a personal best for myself at the gym.,I lifted a personal best for myself at the gym.,True,1,,exercise,24,USA,m,single,n
914,90130,840,3m,Got a great yoga workout in.,Got a great yoga workout in.,True,1,exercise,exercise,38,USA,f,divorced,y
915,90181,4780,3m,I got to jump around at parkour visions gym.,I got to jump around at parkour visions gym.,True,1,,exercise,23.0,USA,m,single,n
916,90320,530,3m,I was happy that I had energy to workout.,I was happy that I had energy to workout.,True,1,,exercise,56,USA,f,married,y
917,90396,7288,3m,Accomplished a personal record at the gym. ,Accomplished a personal record at the gym. ,True,1,,exercise,26,USA,f,single,n
918,90397,649,3m,"I went for a mountain bike ride.  This was the first for the this year, since winter.  It was a little messy with mud, but lots of fun.","I went for a mountain bike ride.  This was the first for the this year, since winter.  It was a little messy with mud, but lots of fun.",True,3,exercise,exercise,31,USA,m,single,n
919,90420,411,3m,I hit an awesome ace while playing tennis this morning.,I hit an awesome ace while playing tennis this morning.,True,1,,exercise,38.0,USA,m,married,y
920,125037,411,24h,I practiced yoga for an hour at the gym.,I practiced yoga for an hour at the gym.,True,1,,exercise,38.0,USA,m,married,y
921,90535,397,3m,"I went for a run and exercised during a nice, cool, sunny evening","I went for a run and exercised during a nice, cool, sunny evening",True,1,exercise,exercise,26.0,USA,m,single,n
922,90815,1993,3m,Went for a run in the rain.,Went for a run in the rain.,True,1,,exercise,29,USA,m,single,n
923,90957,151,3m,My bench press weight went up since last week in the gym.,My bench press weight went up since last week in the gym.,True,1,,exercise,28,USA,m,single,n
924,91155,9742,3m,when i could ride my bike without any fear of crashing at a high speed ,when i could ride my bike without any fear of crashing at a high speed ,True,1,exercise,exercise,25,IND,m,single,n
925,91351,367,3m,"Last night, I worked out with a weight set and a new workout I hadn't tried before.","Last night, I worked out with a weight set and a new workout I hadn't tried before.",True,1,,exercise,21.0,USA,m,single,n
926,99652,367,3m,I did above and beyond my normal workout routine.,I did above and beyond my normal workout routine.,True,1,,exercise,21.0,USA,m,single,n
927,91427,714,3m,Took a cool shower after a workout that felt refreshing.,Took a cool shower after a workout that felt refreshing.,True,1,,exercise,29,USA,m,single,n
928,91801,913,3m,Doing workout at morning with coach fir the first time,Doing workout at morning with coach fir the first time,True,1,,exercise,21,IND,m,single,n
929,91871,442,3m,I went to a workout class and got to know some new people.,I went to a workout class and got to know some new people.,True,1,,exercise,32,USA,f,single,n
930,91903,580,3m,I woke up early morning and started doing exercise to reduce the weight. I was planning to do this for long but could start today only. Feeling excited.,I woke up early morning and started doing exercise to reduce the weight. I was planning to do this for long but could start today only. Feeling excited.,True,3,,exercise,28.0,IND,m,married,y
931,92289,226,3m,Got my gym membership renewed,Got my gym membership renewed,True,1,,exercise,32.0,USA,f,single,n
932,93315,989,3m,"I saw improvement in my workout, as I was able to do more.","I saw improvement in my workout, as I was able to do more.",True,1,,exercise,27.0,USA,m,single,n
933,114331,989,24h,I had two good workouts yesterday.,I had two good workouts yesterday.,True,1,exercise,exercise,27.0,USA,m,single,n
934,93514,3916,3m,Running 3 miles at the gym.,Running 3 miles at the gym.,True,1,,exercise,26.0,USA,m,single,n
935,93971,81,3m,i started went to gym regularly ,i started went to gym regularly ,True,1,,exercise,30,IND,m,single,y
936,94483,376,3m,I went to wait for someone at a gym and got to watch diving students.,I went to wait for someone at a gym and got to watch diving students.,True,1,,exercise,23,CAN,f,single,n
937,94484,4888,3m,I started going to the gym and stronger and more confident.,I started going to the gym and stronger and more confident.,True,1,,exercise,34,USA,m,single,n
938,94818,1420,3m,"I, started exercising at the gym. ","I, started exercising at the gym. ",True,1,,exercise,54.0,USA,f,married,y
939,104071,1420,3m,"I, started a gym membership, to work out.","I, started a gym membership, to work out.",True,1,,exercise,54.0,USA,f,married,y
940,94870,1014,3m,I became happy that I got a good workout in at gym today.,I became happy that I got a good workout in at gym today.,True,1,,exercise,23,USA,m,single,n
941,94918,80,3m,I was able to work together with my local Tema Instinct players to turn our part of town yellow and hold every gym for over a month. ,I was able to work together with my local Tema Instinct players to turn our part of town yellow and hold every gym for over a month. ,True,1,,exercise,23,USA,o,single,n
942,95600,673,3m,I was really productive at the gym.  I felt really accomplished because I was able to run a longer duration.,I was really productive at the gym.  I felt really accomplished because I was able to run a longer duration.,True,2,,exercise,63.0,USA,f,single,n
943,95756,5926,3m,I recently purchased an elliptical on Craigslist.  Being able to exercise on it makes me happy.  I am able to do cardio at any time of the day and even when the weather is not ideal for walking or running.,I recently purchased an elliptical on Craigslist.  Being able to exercise on it makes me happy.  I am able to do cardio at any time of the day and even when the weather is not ideal for walking or running.,True,3,,exercise,24.0,USA,f,single,n
944,95838,5615,3m,Today my gym buddy and I both stayed on the elliptical for 25 minutes (we started at 10 minutes).,Today my gym buddy and I both stayed on the elliptical for 25 minutes (we started at 10 minutes).,True,1,exercise,exercise,25.0,USA,f,single,n
945,95860,1446,3m,After a month of strict diet i finally lose some weight.though it was not noticeable i felt really happy for me to lose weight.If i could workout more i could get a good shape too.,After a month of strict diet i finally lose some weight.though it was not noticeable i felt really happy for me to lose weight.If i could workout more i could get a good shape too.,True,1,,exercise,26.0,USA,f,married,n
946,96375,809,3m,I went for a jog.,I went for a jog.,True,1,,exercise,30,USA,m,married,n
947,96404,170,3m,"Exercise has such a profound effect on our happiness and well-being that it's actually been proven to be an effective strategy for overcoming depression. In a study cited in Shawn Achor's book, The Happiness Advantage 1, three groups of patients treated their depression with either medication, exercise, or a combination of the two. The results of this study really surprised me. ","Exercise has such a profound effect on our happiness and well-being that it's actually been proven to be an effective strategy for overcoming depression. In a study cited in Shawn Achor's book, The Happiness Advantage 1, three groups of patients treated their depression with either medication, exercise, or a combination of the two. The results of this study really surprised me. ",True,3,,exercise,68,USA,f,separated,y
948,97300,170,3m,I worked out.,I worked out.,True,1,,exercise,68,USA,f,separated,y
949,96723,462,3m,I joined our neighborhood gym last month and have been exercising three times a week.   ,I joined our neighborhood gym last month and have been exercising three times a week.   ,True,1,,exercise,47,USA,m,married,y
950,96893,1365,3m,I was happy to discover a new class at the gym that I really enjoy. ,I was happy to discover a new class at the gym that I really enjoy. ,True,1,exercise,exercise,30.0,USA,f,single,y
951,102764,1365,3m,I was happy to complete my first body pump class today at the gym.,I was happy to complete my first body pump class today at the gym.,True,1,,exercise,30.0,USA,f,single,y
952,114061,1365,24h,I was happy when I went to the gym this morning. ,I was happy when I went to the gym this morning. ,True,1,,exercise,30.0,USA,f,single,y
953,97032,32,3m,I've sticking to my exercise schedule and manage to exercise at least five days a week. This makes me happy and I hope to change it to daily exercise in the future. It makes me feel light and keeps me alert all day.,I've sticking to my exercise schedule and manage to exercise at least five days a week. This makes me happy and I hope to change it to daily exercise in the future. It makes me feel light and keeps me alert all day.,True,3,,exercise,45.0,IND,f,married,y
954,98843,32,3m,I had a great time during exercises and had a really vigorous workout. ,I had a great time during exercises and had a really vigorous workout. ,True,1,,exercise,45.0,IND,f,married,y
955,97591,11600,3m,I went for a 30 mile bike ride on a beautiful day that featured lots on sunshine and great scenery. ,I went for a 30 mile bike ride on a beautiful day that featured lots on sunshine and great scenery. ,True,1,,exercise,26,USA,m,single,n
956,97683,6424,3m,"I went to a costume drawing workshop, since I haven't been to one for months. The energy from drawing with many talented artists, permeated into me. While I was a bit rusty at the beginning, I quickly put out decent drawings that I was proud of. Coming out of that workshop was like coming out of a gym after a good day's workout.","I went to a costume drawing workshop, since I haven't been to one for months. The energy from drawing with many talented artists, permeated into me. While I was a bit rusty at the beginning, I quickly put out decent drawings that I was proud of. Coming out of that workshop was like coming out of a gym after a good day's workout.",True,4,,exercise,22,USA,f,single,n
957,97868,1194,3m,I started doing Orange Theory for a workout and am finally taking care of myself.  I feel so much better working out and have more energy and feel better about myself.,I started doing Orange Theory for a workout and am finally taking care of myself.  I feel so much better working out and have more energy and feel better about myself.,True,2,,exercise,33,USA,m,married,y
958,98390,405,3m,I WAS ABLE TO WORKOUT WITH SOMEONE THIS SATURDAY THAT IS GOING TO BE ABLE TO CHANGE MY BODY FOR THE BETTER.,I WAS ABLE TO WORKOUT WITH SOMEONE THIS SATURDAY THAT IS GOING TO BE ABLE TO CHANGE MY BODY FOR THE BETTER.,True,1,,exercise,27,USA,m,single,y
959,98426,656,3m,Increasing my workout intensity. ,Increasing my workout intensity. ,True,1,,exercise,36.0,USA,f,married,n
960,120241,656,24h,Worked out this morning.,Worked out this morning.,True,1,,exercise,36.0,USA,f,married,n
961,98898,1133,3m,I JOINED A NEW GYM TODAY.,I JOINED A NEW GYM TODAY.,True,1,,exercise,34,USA,f,single,n
962,118255,1133,24h,I got to play with the dog at the gym.,I got to play with the dog at the gym.,True,1,,exercise,34,USA,f,single,n
963,98966,2740,3m,Making an omelet after my morning run.,Making an omelet after my morning run.,True,1,,exercise,21,USA,m,single,n
964,99052,1246,3m,Decided to workout for the first time in a year. ,Decided to workout for the first time in a year. ,True,1,,exercise,25,USA,f,single,n
965,99540,565,3m,I have been trying for a long time to lose weight and get in better shape. Last night I was in a yoga class and could see some real definition in my arms. ,I have been trying for a long time to lose weight and get in better shape. Last night I was in a yoga class and could see some real definition in my arms. ,True,2,,exercise,29,USA,f,single,n
966,109790,565,24h,"I just came back from a really hard workout.  I am sweaty and tired, but feel like I have kicked the day off correctly. ","I just came back from a really hard workout.  I am sweaty and tired, but feel like I have kicked the day off correctly. ",True,2,exercise,exercise,29,USA,f,single,n
967,99685,177,3m,"I got 10,000 steps yesterday because I was able to workout at rugby.","I got 10,000 steps yesterday because I was able to workout at rugby.",True,1,,exercise,25.0,USA,m,single,n
968,100049,1976,3m,"I sent a few new bouldering problems at my gym today: a v3+, v4-, and a V4.  I feel like I am getting stronger as a climber.","I sent a few new bouldering problems at my gym today: a v3+, v4-, and a V4.  I feel like I am getting stronger as a climber.",True,2,,exercise,22.0,USA,f,single,n
969,102993,1976,3m,"A week ago, people in my rock gym screamed ""Happy Birthday, (my name)"" throughout the entire gym when I arrived.  It was awesome.(:  It felt like people cared and it was one big surprise to me.  ","A week ago, people in my rock gym screamed ""Happy Birthday, (my name)"" throughout the entire gym when I arrived.  It was awesome.(:  It felt like people cared and it was one big surprise to me.  ",True,3,,exercise,22.0,USA,f,single,n
970,100191,553,3m,I did 50 push-ups for the first time in my daily exercise.,I did 50 push-ups for the first time in my daily exercise.,True,1,,exercise,32,IND,m,married,y
971,100274,784,3m,I was able to run a mile without being winded! ,I was able to run a mile without being winded! ,True,1,,exercise,22,USA,f,married,n
972,100716,636,3m,Finally going back to the gym after being gone for over two weeks.,Finally going back to the gym after being gone for over two weeks.,True,1,,exercise,24,USA,m,single,n
973,100717,661,3m,I went out for a long run and hike,I went out for a long run and hike,True,1,,exercise,20.0,USA,m,single,n
974,102717,661,3m,I meditated for 20 minutes this morning and then did some yoga stretches,I meditated for 20 minutes this morning and then did some yoga stretches,True,1,,exercise,20.0,USA,m,single,n
975,122580,661,24h,I went out for a jog and got caught in the rain,I went out for a jog and got caught in the rain,True,1,,exercise,20.0,USA,m,single,n
976,100938,49,3m,Finally went to the local gym today with my wife to take a look around. The staff there gave us a 3 day guest pass to try it out. ,Finally went to the local gym today with my wife to take a look around. The staff there gave us a 3 day guest pass to try it out. ,True,2,exercise,exercise,35,USA,m,married,n
977,122052,49,24h,I lost some weight through diet changes but I've finally started working out in a gym yesterday after a long layoff.,I lost some weight through diet changes but I've finally started working out in a gym yesterday after a long layoff.,True,1,,exercise,35,USA,m,married,n
978,100951,180,3m,I took over a gym in pokemon go.,I took over a gym in pokemon go.,True,1,,exercise,35,USA,m,single,n
979,101252,654,3m,I finally started my exercise regime for 30 minutes in the morning. It made me really feel refreshed and energized throughout the day.,I finally started my exercise regime for 30 minutes in the morning. It made me really feel refreshed and energized throughout the day.,True,2,,exercise,29,IND,m,single,n
980,101458,1886,3m,I finally started back doing intense cardio again.,I finally started back doing intense cardio again.,True,1,,exercise,31,USA,m,single,n
981,101547,1256,3m,Yesterday I completed a 5 kilometer race at the quickest pace I have ever run.,Yesterday I completed a 5 kilometer race at the quickest pace I have ever run.,True,1,exercise,exercise,31,USA,m,single,y
982,122858,1256,24h,I ran the fastest 10k to date at the gym this evening.,I ran the fastest 10k to date at the gym this evening.,True,1,,exercise,31,USA,m,single,y
983,101566,1565,3m,This morning I slept in and decided not to go to the gym. ,This morning I slept in and decided not to go to the gym. ,True,1,,exercise,25,USA,f,single,n
984,101650,1075,3m,I rode my exercise bike for 30 minutes in one session.,I rode my exercise bike for 30 minutes in one session.,True,1,,exercise,43,USA,m,married,y
985,102095,2393,3m,Getting a good workout in last week made me feel happy and excited about my fitness progress.,Getting a good workout in last week made me feel happy and excited about my fitness progress.,True,1,,exercise,27.0,USA,f,single,n
986,102164,50,3m,i started to do exercise last month,i started to do exercise last month,True,1,exercise,exercise,30,IND,m,single,y
987,102290,2003,3m,I went for a run,I went for a run,True,1,,exercise,29.0,USA,f,married,n
988,102339,167,3m,I heard some good workout tips.,I heard some good workout tips.,True,1,,exercise,34,USA,m,single,n
989,116499,167,24h,I did a boxing workout.,I did a boxing workout.,True,1,,exercise,34,USA,m,single,n
990,119269,167,24h,I ran.,I ran.,True,1,,exercise,34,USA,m,single,n
991,124305,167,24h,I went for a run.,I went for a run.,True,1,,exercise,34,USA,m,single,n
992,102390,1167,3m,Renewed my gym membership so I can start working out again.,Renewed my gym membership so I can start working out again.,True,1,,exercise,23.0,USA,m,single,n
993,102437,79,3m,I improved my personality by going to the gym regularly.,I improved my personality by going to the gym regularly.,True,1,,exercise,27,IND,m,single,n
994,120743,79,24h,I worked out at my local gym.,I worked out at my local gym.,True,1,,exercise,27,IND,m,single,n
995,102500,13249,3m,A person at the gym paid me a compliment on my progress in training.,A person at the gym paid me a compliment on my progress in training.,True,1,,exercise,21,USA,m,single,n
996,104170,644,3m,One event that made me happy was getting back in the gym after not working out there for a month.,One event that made me happy was getting back in the gym after not working out there for a month.,True,1,,exercise,26,USA,m,single,n
997,104375,380,3m,Being able to run a half mile cheered my day up.,Being able to run a half mile cheered my day up.,True,1,exercise,exercise,26.0,USA,m,single,n
998,104530,118,3m,I had a good run last night and I felt good but tired when I came back. ,I had a good run last night and I felt good but tired when I came back. ,True,1,,exercise,34,USA,f,single,n
999,104583,156,3m,I exercised when I  woke up and it felt wonderful to feel energized in the morning. ,I exercised when I  woke up and it felt wonderful to feel energized in the morning. ,True,1,exercise,exercise,47.0,USA,f,married,n
1000,104663,2297,3m,We had a community sports event at our  locality and i have participated the soccer match and it was fun and sporty. ,We had a community sports event at our  locality and i have participated the soccer match and it was fun and sporty. ,True,1,exercise,exercise,29,USA,m,married,n
1001,105166,1663,3m,"I went for an epic bike ride this morning, 18 miles at the bike park felt fantastic.  ","I went for an epic bike ride this morning, 18 miles at the bike park felt fantastic.  ",True,1,,exercise,31.0,USA,m,married,y
1002,105389,1264,3m,I WENT TO YOGA.,I WENT TO YOGA.,True,1,,exercise,28,IND,m,single,n
1003,118669,1264,24h,I WENT TO YOGA CLASS.,I WENT TO YOGA CLASS.,True,1,exercise,exercise,28,IND,m,single,n
1004,105394,1515,3m,I WENT TO YOGA.,I WENT TO YOGA.,True,1,,exercise,23,IND,f,single,n
1005,105489,12463,3m,"I went to the gym and finally hit 225 bench, one of my long time goals since I started lifting weights.","I went to the gym and finally hit 225 bench, one of my long time goals since I started lifting weights.",True,1,,exercise,20,USA,m,single,n
1006,106208,1975,3m,I was happy when I ran four miles the other day (my best run in months).,I was happy when I ran four miles the other day (my best run in months).,True,1,,exercise,39,USA,f,married,y
1007,106259,1006,3m,My gym buddies and I had a real good work-out session at the gym.,My gym buddies and I had a real good work-out session at the gym.,True,1,,exercise,27.0,USA,m,single,n
1008,112549,1006,24h,I ran into an acquaintance at the gym.,I ran into an acquaintance at the gym.,True,1,,exercise,27.0,USA,m,single,n
1009,121133,1006,24h,Managed to snag a girl's number at the gym.,Managed to snag a girl's number at the gym.,True,1,,exercise,27.0,USA,m,single,n
1010,106555,549,3m,I just finished my workout.,I just finished my workout.,True,1,,exercise,30,USA,o,married,y
1011,106648,3690,3m,"I joined the Gym last month and started to workout.When I completed the first day of workouts ,I felt really happy and proud.It gave me a confidence and I was happy all night.","I joined the Gym last month and started to workout.When I completed the first day of workouts ,I felt really happy and proud.It gave me a confidence and I was happy all night.",True,1,,exercise,23.0,IND,f,married,n
1012,106836,247,3m,i got a new gym,i got a new gym,True,1,,exercise,21,USA,m,single,n
1013,109734,247,24h,i got a new membership to the gym,i got a new membership to the gym,True,1,,exercise,21,USA,m,single,n
1014,110734,247,24h,I went swimming,I went swimming,True,1,exercise,exercise,21,USA,m,single,n
1015,106952,12619,3m,I got into nationals for a fitness competition my gym was holding. ,I got into nationals for a fitness competition my gym was holding. ,True,1,,exercise,20,USA,m,single,n
1016,106972,10098,3m,"One of the things that I enjoy doing is running.  I run 5 to 6 times a week, about 30 mile total.  I have a training plan that follow that is very intense and improves my running. Every month I sign up for a race to see my improvements. Improvement makes me happy.  Racing makes me happy after it's over.","One of the things that I enjoy doing is running.  I run 5 to 6 times a week, about 30 mile total.  I have a training plan that follow that is very intense and improves my running. Every month I sign up for a race to see my improvements. Improvement makes me happy.  Racing makes me happy after it's over.",True,6,,exercise,39,USA,m,married,y
1017,107045,2617,3m,I have started going to the gym again,I have started going to the gym again,True,1,,exercise,27,USA,m,married,n
1018,107327,311,3m,A put in a good workout at the gym after procrastinating.,A put in a good workout at the gym after procrastinating.,True,1,,exercise,27,USA,m,single,n
1019,112681,311,24h,I put in a good workout today.,I put in a good workout today.,True,1,,exercise,27,USA,m,single,n
1020,114681,311,24h,Have a nice glass of cold water after my workout felt unreal.,Have a nice glass of cold water after my workout felt unreal.,True,1,,exercise,27,USA,m,single,n
1021,116485,311,24h,I felt awesome after a good workout.,I felt awesome after a good workout.,True,1,,exercise,27,USA,m,single,n
1022,107498,2772,3m,Getting a gym membership and seeing the results quickly,Getting a gym membership and seeing the results quickly,True,1,,exercise,29,USA,m,single,n
1023,107896,13655,3m,Two weeks ago I went to the gym three times in one week and lost another pound.,Two weeks ago I went to the gym three times in one week and lost another pound.,True,1,,exercise,45,USA,f,married,y
1024,108083,181,3m,Had a really good workout today. Feel good about myself.,Had a really good workout today. Feel good about myself.,True,2,,exercise,44.0,USA,m,married,y
1025,108139,2736,3m,I was able to run a mile just recently.,I was able to run a mile just recently.,True,1,,exercise,43,USA,f,married,y
1026,108173,258,3m,I had a back injury but this morning it was feeling better lately and I have been able to start exercising again.,I had a back injury but this morning it was feeling better lately and I have been able to start exercising again.,True,1,,exercise,36,USA,m,single,n
1027,108406,2308,3m,I love getting to play volleyball a couple of times a week!,I love getting to play volleyball a couple of times a week!,True,1,,exercise,29.0,USA,m,single,n
1028,108789,725,3m,I went for a run.,I went for a run.,True,1,,exercise,37,USA,f,married,y
1029,108881,801,3m,I spent the afternoon playing volleyball because the weather was good.,I spent the afternoon playing volleyball because the weather was good.,True,1,,exercise,27,USA,m,single,n
1030,109131,317,3m,I had a good workout.,I had a good workout.,True,1,exercise,exercise,prefer not to say,USA,m,single,n
1031,109616,1744,24h,I WEND TO YOGA CLASS.,I WEND TO YOGA CLASS.,True,1,,exercise,28,IND,f,single,y
1032,109671,1879,24h,I got up early to exercise.,I got up early to exercise.,True,1,,exercise,22,USA,m,single,n
1033,109756,1967,24h,I went for a run last night after a couple weeks of eating poorly and not exercising much and it felt so good to be taking control of my health.,I went for a run last night after a couple weeks of eating poorly and not exercising much and it felt so good to be taking control of my health.,True,1,,exercise,26,USA,f,single,n
1034,109922,547,24h,I went to the gym which allowed me to decompress from my work day and relax,I went to the gym which allowed me to decompress from my work day and relax,True,1,,exercise,28,USA,f,single,n
1035,109964,12375,24h,"When I went to the gym this morning, I finally mastered my handstand and it made me happy.","When I went to the gym this morning, I finally mastered my handstand and it made me happy.",True,1,,exercise,18,USA,m,single,n
1036,110056,509,24h,Went to the gym and set a personal record on bench press with dumbbells.,Went to the gym and set a personal record on bench press with dumbbells.,True,1,,exercise,31,USA,m,single,n
1037,119072,509,24h,Went to workout with my girlfriend at the gym,Went to workout with my girlfriend at the gym,True,1,,exercise,31,USA,m,single,n
1038,110057,8697,24h,I went to exercise class this morning and really enjoyed it.,I went to exercise class this morning and really enjoyed it.,True,1,,exercise,55,USA,f,single,n
1039,110159,12716,24h,I went on an 8 mile bike ride which is the longest distance I have been able to ride. ,I went on an 8 mile bike ride which is the longest distance I have been able to ride. ,True,1,,exercise,24,USA,f,single,n
1040,110175,2013,24h,"I went for a 2 mile run at night, it was perfect weather (60 degrees) for running.","I went for a 2 mile run at night, it was perfect weather (60 degrees) for running.",True,1,,exercise,27.0,USA,m,single,n
1041,110214,7031,24h,I went to the gym to train after recovering from an intercostal strain and a cold and lifted exactly what I needed to.,I went to the gym to train after recovering from an intercostal strain and a cold and lifted exactly what I needed to.,True,1,,exercise,23,USA,m,single,n
1042,110428,223,24h,I went for a bike ride.,I went for a bike ride.,True,1,,exercise,28,IND,m,married,y
1043,118125,223,24h,I had a good bike ride.,I had a good bike ride.,True,1,,exercise,28,IND,m,married,y
1044,118974,223,24h,I had a good bike ride.,I had a good bike ride.,True,1,,exercise,28,IND,m,married,y
1045,123353,223,24h,I had a good bike ride.,I had a good bike ride.,True,1,,exercise,28,IND,m,married,y
1046,110626,3168,24h,I worked out,I worked out,True,1,,exercise,25,USA,m,single,n
1047,118805,3168,24h,I had a good workout at the gym.,I had a good workout at the gym.,True,1,,exercise,25,USA,m,single,n
1048,110744,3265,24h,"Exercise has such a profound effect on our happiness and well-being that it's actually been proven to be an effective strategy for overcoming depression. In a study cited in Shawn Achor's book, The Happiness Advantage 1, three groups of patients treated their depression with either medication, exercise, or a combination of the two. The results of this study really surprised me","Exercise has such a profound effect on our happiness and well-being that it's actually been proven to be an effective strategy for overcoming depression. In a study cited in Shawn Achor's book, The Happiness Advantage 1, three groups of patients treated their depression with either medication, exercise, or a combination of the two. The results of this study really surprised me",True,3,,exercise,38,CAN,f,single,n
1049,110831,1326,24h,"I exercised at the park, it was fun.","I exercised at the park, it was fun.",True,1,,exercise,33,USA,m,single,n
1050,110965,579,24h,I went exercising for an hour this morning.,I went exercising for an hour this morning.,True,1,,exercise,26.0,USA,m,single,n
1051,111018,3143,24h,I went to the gym to workout and accomplished my fitness goals.,I went to the gym to workout and accomplished my fitness goals.,True,1,,exercise,26,USA,m,single,n
1052,111024,12444,24h,"While at the gym, the gentleman who signed me up for my membership complimented me on my gym progress. I signed up at the gym in the town I used to live in. It had been many months since I had seen him.","While at the gym, the gentleman who signed me up for my membership complimented me on my gym progress. I signed up at the gym in the town I used to live in. It had been many months since I had seen him.",True,3,,exercise,26,USA,f,divorced,y
1053,111114,1184,24h,I was able to get a workout in this morning before the kids woke up,I was able to get a workout in this morning before the kids woke up,True,1,exercise,exercise,38,USA,m,married,y
1054,111213,6980,24h,"I have been trying incredibly hard to get myself back into shape. This morning, I put on a kettlebell HIIT workout on Youtube. I was expecting to struggle through the workout. When I conquered that workout, I felt amazing. ","I have been trying incredibly hard to get myself back into shape. This morning, I put on a kettlebell HIIT workout on Youtube. I was expecting to struggle through the workout. When I conquered that workout, I felt amazing. ",True,4,,exercise,26,USA,f,single,n
1055,111354,158,24h,i started to study yoga,i started to study yoga,True,1,,exercise,30,IND,m,single,n
1056,111628,10186,24h,I ran a longer distance than I have ever run before.,I ran a longer distance than I have ever run before.,True,1,,exercise,27,USA,f,single,n
1057,111749,1399,24h,Had a really good workout session and went to bed early.,Had a really good workout session and went to bed early.,True,1,,exercise,27,USA,f,single,n
1058,121222,1399,24h,Had a great workout session riding 20 miles on bike.,Had a great workout session riding 20 miles on bike.,True,1,exercise,exercise,27,USA,f,single,n
1059,111799,1442,24h,PERFORMING YOGA IN THE MORNING,PERFORMING YOGA IN THE MORNING,True,1,,exercise,41,IND,m,married,y
1060,112061,1071,24h,I did some yoga and it felt really good since I had been sitting all day and my body was tight and sore.,I did some yoga and it felt really good since I had been sitting all day and my body was tight and sore.,True,1,exercise,exercise,29.0,USA,m,married,n
1061,112235,2046,24h,I was happy when I saw improvements to my body after looking at the mirror at home after having been going to the gym for the past year.,I was happy when I saw improvements to my body after looking at the mirror at home after having been going to the gym for the past year.,True,1,,exercise,23.0,USA,m,single,n
1062,112398,837,24h,I joined a local senior center in order to take aerobics classes.,I joined a local senior center in order to take aerobics classes.,True,1,exercise,exercise,58.0,USA,f,divorced,y
1063,112418,741,24h,I ran for longer than I ever have while working out on the elliptical at the gym today and saw I burned over 500 calories!,I ran for longer than I ever have while working out on the elliptical at the gym today and saw I burned over 500 calories!,True,1,exercise,exercise,33,USA,m,single,n
1064,112420,672,24h,I ran a 5K run in under 30 minutes and was barely out of breath at the end.,I ran a 5K run in under 30 minutes and was barely out of breath at the end.,True,1,,exercise,22,USA,f,single,n
1065,112425,216,24h,I WENT TO RUNNING.,I WENT TO RUNNING.,True,1,,exercise,27,IND,m,married,n
1066,112671,2386,24h,I got in a very good workout.,I got in a very good workout.,True,1,exercise,exercise,26,USA,m,single,n
1067,112673,3279,24h,Going on a long run.,Going on a long run.,True,1,,exercise,21,USA,m,single,n
1068,112809,3180,24h,I went to the gym for the first time in months and had a good session.,I went to the gym for the first time in months and had a good session.,True,1,,exercise,24,USA,f,single,n
1069,116773,3180,24h,I was able to do squats at the end of my gym session despite being tired.,I was able to do squats at the end of my gym session despite being tired.,True,1,,exercise,24,USA,f,single,n
1070,113035,564,24h,Today I went for a run with my new Nikes,Today I went for a run with my new Nikes,True,1,,exercise,22,USA,f,married,n
